Project Number,Country,Financing,Project Type or Modality,Approval Date,ADB Financing (US$),Geographical Location,Sector
54198-001,Regional,Sovereign,Technical Assistance,09/06/2020,"100,000.00",Regional,Finance
54199-001,Pakistan,Sovereign,Grant,30/03/2020,"2,000,000.00",Nation-wide,Health
54208-001,Afghanistan,Sovereign,Technical Assistance,13/10/2020,"225,000.00",Nation-wide,Energy
54209-001,Mongolia,Sovereign,Technical Assistance,25/06/2020,"400,000.00","Nation-wide, Ulaanbaatar",Public sector management
54214-001,Mongolia,Sovereign,Loan,19/06/2020,"26,400,000.00",Nation-wide,Public sector management
54221-001,Vanuatu,Sovereign,Grant,17/04/2020,"1,000,000.00",,Health
54226-001,Mongolia,Sovereign,Technical Assistance,17/08/2020,"350,000.00","Nation-wide, Ulaanbaatar",Health
54228-001,Mongolia,Sovereign,Loan,30/03/2021,"100,000,000.00",Nation-wide,Health
54229-001,Fiji,Sovereign,Grant,28/04/2020,"400,000.00",Nation-wide,Public sector management
54238-001,Tonga,Sovereign,Grant,30/04/2020,"200,000.00",Nation-wide,Public sector management
54243-001,Samoa,Sovereign,Grant,29/07/2020,"20,000,000.00",Nation-wide,Health | Public sector management
54245-001,Palau,Sovereign,Loan,29/07/2020,"20,000,000.00",Nation-wide,Health | Public sector management
54246-001,Regional,Sovereign,Technical Assistance,30/10/2020,0,Regional,Finance | Information and communication technology
54266-001,Regional,Sovereign,Technical Assistance,17/06/2020,"200,000.00",Regional,Public sector management
54269-001,Uzbekistan,Sovereign,Loan,28/09/2020,"200,000,000.00",Nation-wide,Energy
54271-001,Georgia,Sovereign,Loan,29/10/2020,"200,000,000.00",Nation-wide,Finance | Public sector management
54271-002,Georgia,Sovereign,Loan,10/11/2022,"100,000,000.00",Nation-wide,Finance | Public sector management
54283-001,Sri Lanka,Sovereign,Grant,02/06/2020,"3,000,000.00",Nation-wide,Health
54284-001,Palau,Sovereign,Loan,23/04/2021,"25,000,000.00",Nation-wide,Public sector management
54284-002,Palau,Sovereign,Loan,31/08/2022,"30,000,000.00",Nation-wide,Public sector management
54289-001,Cook Islands,Sovereign,Grant | Loan,24/11/2020,"20,000,000.00",Nation-wide,Health | Public sector management
54302-001,Nepal,Sovereign,Grant,29/06/2020,"3,000,000.00",Nation-wide,Health
54307-002,Bangladesh,Sovereign,Loan,13/06/2023,"400,000,000.00",Nation-wide,Public sector management
54309-001,"Micronesia, Federated States of",Sovereign,Grant,12/11/2020,"14,000,000.00",Nation-wide,Health | Public sector management
54310-001,Timor-Leste,Sovereign,Grant,18/06/2020,"1,000,000.00",Nation-wide,"Agriculture, natural resources and rural development"
54324-001,Regional,Sovereign,Grant,16/07/2020,"3,000,000.00",Bhutan - Nation-wide; Maldives - Nation-wide,Health
54337-001,India,Sovereign,Grant,23/07/2020,"3,000,000.00",Nation-wide,Health
54338-001,Armenia,Sovereign,Grant,03/08/2020,"2,000,000.00",Nation-wide,Health
54346-001,Papua New Guinea,Sovereign,Loan,26/11/2020,"250,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Finance | Health | Public sector management"
54356-001,Indonesia,Sovereign,Technical Assistance,27/10/2020,0,Nation-wide,Energy
54358-001,Marshall Islands,Sovereign,Grant,27/11/2020,"16,000,000.00",Nation-wide,Health | Public sector management
54362-001,Bangladesh,Sovereign,Grant,05/08/2020,"3,000,000.00",Nation-wide,Health
54363-001,Tajikistan,Sovereign,Grant,05/08/2020,"2,500,000.00",Nation-wide,Health
54369-001,Regional,Sovereign,Technical Assistance,13/11/2020,"150,000.00",China - Nation-wide; Indonesia - Nation-wide; Viet Nam - Nation-wide,Industry and trade | Information and communication technology | Transport
54370-001,Kazakhstan,Sovereign,Grant,27/08/2020,"3,000,000.00",Nation-wide,Health
54383-001,Kyrgyz Republic,Sovereign,Technical Assistance,23/09/2020,"225,000.00",Nation-wide,Public sector management
54390-001,Uzbekistan,Sovereign,Grant,14/09/2020,"3,000,000.00",Nation-wide,Health
54396-001,Indonesia,Sovereign,Technical Assistance,02/12/2020,"385,000.00",Sumatra,Transport
54411-001,Turkmenistan,Sovereign,Technical Assistance,19/10/2020,"225,000.00",Nation-wide,Finance
54415-001,Mongolia,Sovereign,Technical Assistance,30/11/2020,"225,000.00",Nation-wide,Public sector management
54432-001,Viet Nam,Sovereign,Grant,06/11/2020,"2,500,000.00","Quang Ngai Province, Tinh Quang Binh, Tinh Quang Nam, Tinh Quang Tri","Agriculture, natural resources and rural development"
54441-001,Regional,Sovereign,Technical Assistance,02/12/2020,"225,000.00",Mongolia - Nation-wide; Tajikistan - Nation-wide,Health
54444-001,Kazakhstan,Sovereign,Technical Assistance,28/12/2020,"400,000.00",Nation-wide,"Agriculture, natural resources and rural development"
54457-001,Georgia,Sovereign,Grant,03/12/2020,"2,500,000.00",Nation-wide,Health
54458-001,Georgia,Sovereign,Technical Assistance,14/12/2020,"225,000.00",Nation-wide,Transport
54461-001,Indonesia,Sovereign,Loan,19/11/2021,"500,000,000.00",Nation-wide,Education | Health | Public sector management
54462-001,Malaysia,Sovereign,Technical Assistance,06/01/2021,"50,000.00",Nation-wide,Finance | Public sector management
54466-001,Regional,Sovereign,Technical Assistance,29/12/2020,"225,000.00",Indonesia - Nation-wide; Kazakhstan - Nation-wide; Sri Lanka - Nation-wide; Uzbekistan - Nation-wide,Finance
54471-001,Fiji,Sovereign,Grant,24/12/2020,"1,000,000.00",Nation-wide,Public sector management
55006-002,"China, People's Republic of",Sovereign,Technical Assistance,03/06/2021,0,"Nation-wide, Chongqing, Guizhou, Hubei, Hunan, Sichuan, Yunnan","Agriculture, natural resources and rural development"
55011-001,Solomon Islands,Sovereign,Grant | Loan,09/12/2022,"10,000,000.00",Nation-wide,Finance | Public sector management
55016-001,Tonga,Sovereign,Grant,05/11/2021,"5,000,000.00",Nation-wide,Public sector management
55024-001,Regional,Sovereign,Technical Assistance,25/02/2021,"220,000.00",Indonesia - Nation-wide; Philippines - Nation-wide; Viet Nam - Nation-wide,Energy
55035-001,"China, People's Republic of",Sovereign,Technical Assistance,10/12/2021,"300,000.00",Yunnan,Industry and trade
55041-003,Bangladesh,Sovereign,Loan,09/06/2022,"250,000,000.00",Nation-wide,Finance | Health | Public sector management
55051-001,Regional,Sovereign,Technical Assistance,31/03/2021,"600,000.00","Kiribati - Nation-wide; Marshall Islands - Nation-wide; Micronesia, Federated States of - Nation-wide; Samoa - Nation-wide; Solomon Islands - Nation-wide; Tuvalu - Nation-wide; Vanuatu - Nation-wide",Energy | Finance
55073-001,Azerbaijan,Sovereign,Loan | Technical Assistance,07/07/2021,"250,250,000.00",Nation-wide,"Agriculture, natural resources and rural development | Education | Finance | Health | Industry and trade | Public sector management"
55082-001,India,Sovereign,Loan,25/11/2021,"1,500,000,000.00","Nation-wide, Andhra Pradesh, Assam, Bihar, Chhattisgarh, Delhi, Gujarat, Haryana, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Odisha, Punjab, Rajasthan, Tamil Nadu, Telangana, Uttar Pradesh, West Bengal",Health
55103-001,Armenia,Sovereign,Loan,15/11/2022,"100,000,000.00",Nation-wide,Finance | Public sector management
55116-001,Fiji,Sovereign,Grant | Loan,22/06/2022,"150,000,000.00",Nation-wide,Public sector management
55130-002,Regional,Sovereign,Technical Assistance,13/07/2021,"300,000.00",Regional,Public sector management
55154-001,India,Sovereign,Loan,08/12/2022,"250,000,000.00","Delhi, India",Transport
55160-001,Timor-Leste,Sovereign,Grant,09/04/2021,"1,000,000.00",Nation-wide,Public sector management
55247-001,Mongolia,Sovereign,Technical Assistance,29/06/2021,"225,000.00",Nation-wide,Public sector management
55268-001,Philippines,Sovereign,Loan,31/05/2022,"250,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Energy | Finance"
55289-001,Pakistan,Sovereign,Technical Assistance,08/12/2021,"200,000.00",Nation-wide,Education
55312-001,Georgia,Sovereign,Technical Assistance,29/09/2021,"225,000.00",Nation-wide,Education
55319-001,Regional,Sovereign,Technical Assistance,17/12/2021,"200,000.00",Cambodia - Nation-wide; Indonesia - Nation-wide; Lao People's Democratic Republic - Nation-wide; Philippines - Nation-wide; Thailand - Nation-wide; Timor-Leste - Nation-wide; Viet Nam - Nation-wide,Transport
55349-001,Indonesia,Sovereign,Technical Assistance,13/12/2021,"225,000.00",Nation-wide,Public sector management
55365-001,Philippines,Sovereign,Grant,03/02/2022,"2,000,000.00","Caraga, Central Visayas, Eastern Visayas, MIMAROPA, Northern Mindanao, Western Visayas",Public sector management
56008-001,Tonga,Sovereign,Grant,07/02/2022,"500,000.00",Nation-wide,Public sector management
56144-001,Mongolia,Sovereign,Loan,25/08/2022,"100,000,000.00",Nation-wide,Public sector management
57035-001,Sri Lanka,Sovereign,Loan,29/05/2023,"350,000,000.00",Nation-wide,Finance | Public sector management
36200-024,Bangladesh,Sovereign,Loan | Technical Assistance,,"100,950,000.00",Nation-wide,Finance
42439-014,Palau,Sovereign,Loan,,"4,000,000.00",,Water and other urban infrastructure and services
44439-013,India,Sovereign,Loan,,"148,500,000.00",Sikkim,Energy
45339-002,Nepal,Sovereign,Loan,,"185,000,000.00",Kathmandu Valley,Water and other urban infrastructure and services
46374-002,Sri Lanka,Sovereign,Loan | Technical Assistance,,"501,000,000.00",,Transport
46392-002,Afghanistan,Sovereign,Grant,,"60,000,000.00",Nation-wide,Energy
47087-006,Myanmar,Sovereign,Loan,,"200,000,000.00","Pyay District, Yangon Region",Transport
48067-001,Pakistan,Sovereign,Technical Assistance,,0,Nation-wide,Industry and trade
48096-003,Afghanistan,Sovereign,Grant,,"222,090,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services"
48399-002,Kazakhstan,Sovereign,Loan,,"187,000,000.00","Aqtobe, Kostanay",Transport
48458-002,Philippines,Sovereign,Technical Assistance,,0,Nation-wide,Public sector management
48489-003,Bhutan,Sovereign,Loan,,"320,000,000.00",,Energy
49026-005,Viet Nam,Sovereign,Grant | Loan,,"59,000,000.00",,"Agriculture, natural resources and rural development | Transport"
49173-005,Mongolia,Sovereign,Loan,,"40,710,000.00",,Health
49187-002,Afghanistan,Sovereign,Grant,,"1,000,000.00",,"Agriculture, natural resources and rural development"
49258-003,Bangladesh,Sovereign,Loan,,"2,352,990,000.00",Dhaka,Transport
49307-002,"China, People's Republic of",Sovereign,Loan,,"100,000,000.00",Hotan Airport,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services"
49372-003,Pakistan,Sovereign,Loan,,"200,000,000.00",,"Agriculture, natural resources and rural development"
49419-003,India,Sovereign,Loan,,0,Nation-wide,Energy
49419-004,India,Sovereign,Loan,,"80,000,000.00",Nation-wide,Energy
49450-030,Kiribati,Sovereign,Grant,,"22,000,000.00",,"Agriculture, natural resources and rural development | Energy | Transport"
50021-001,Turkmenistan,Sovereign,Loan | Technical Assistance,,"20,300,000.00",Nation-wide,Finance
50091-006,Mongolia,Sovereign,Loan,,"15,000,000.00",Nation-wide,Education
50107-002,Viet Nam,Sovereign,Loan,,"287,700,000.00",,Water and other urban infrastructure and services
50109-002,Myanmar,Sovereign,Grant | Loan,,"150,000,000.00",,Transport | Water and other urban infrastructure and services
50173-003,Myanmar,Sovereign,Loan,,"60,000,000.00",Nation-wide,Finance
50279-002,Regional,Sovereign,Technical Assistance,,"3,000,000.00",Regional,Public sector management
50349-002,Sri Lanka,Sovereign,Loan,,"100,000,000.00",Nation-wide,Finance
50373-003,Sri Lanka,Sovereign,Loan | Technical Assistance,,"50,000,000.00",Nation-wide,Energy
50388-001,Georgia,Sovereign,Loan,,"200,000,000.00",Batumi,Transport
50405-004,Regional,Sovereign,Technical Assistance,,0,"Brunei Darussalam - Nation-wide; Cambodia - Nation-wide; China - Nation-wide; Hong Kong, China - Nation-wide; Indonesia - Nation-wide; Korea, Republic of - Nation-wide; Lao People's Democratic Republic - Nation-wide; Malaysia - Nation-wide; Philippines - Nation-wide; Singapore - Nation-wide; Thailand - Nation-wide; Viet Nam - Nation-wide",Finance
51059-003,Azerbaijan,Sovereign,Technical Assistance,,"800,000.00",Nation-wide,Industry and trade | Public sector management
51059-004,Azerbaijan,Sovereign,Loan | Technical Assistance,,"200,200,000.00",Nation-wide,Finance | Public sector management
51063-004,Timor-Leste,Sovereign,Loan,,"30,000,000.00",Nation-wide,Education
51079-002,Afghanistan,Sovereign,Grant,,"100,000,000.00",Nation-wide,"Agriculture, natural resources and rural development"
51097-001,Sri Lanka,Sovereign,Loan | Technical Assistance,,"100,000,000.00",Nation-wide,Finance | Public sector management
51122-002,Sri Lanka,Sovereign,Loan,,"200,000,000.00","Nation-wide, Anuradhapura, Chunnakam, Hambantota, Homagama, Kalawana, Kandy, Kerawalapitiya, Rajagiriya, Tissamaharama, Vavuniya, Victoria Randenigala and Rantambe Sanctuary",Energy
51192-003,"China, People's Republic of",Sovereign,Loan,,"174,320,000.00",,Industry and trade
51194-002,"China, People's Republic of",Sovereign,Loan,,"100,000,000.00",,Finance
51241-001,Pakistan,Sovereign,Loan,,"200,000,000.00",Karachi,Information and communication technology
51249-001,Pakistan,Sovereign,Loan,,"100,000,000.00",,"Agriculture, natural resources and rural development"
51264-001,Kazakhstan,Sovereign,Loan | Technical Assistance,,"260,200,000.00","Nation-wide, Zhezqazghan",Transport
51295-001,Viet Nam,Sovereign,Grant | Loan,,"153,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport"
51312-001,Philippines,Sovereign,Loan,,"100,000,000.00",Nation-wide,Finance
51329-001,Lao People's Democratic Republic,Sovereign,Grant | Loan,,"34,230,000.00",Nation-wide,Energy
51335-001,Vanuatu,Sovereign,Grant | Loan,,"11,000,000.00",Luganville,Water and other urban infrastructure and services
51356-001,India,Sovereign,Loan,,"225,000,000.00",Indore,Transport
51360-001,Turkmenistan,Sovereign,Loan,,"100,000,000.00",,Transport
51365-001,Kazakhstan,Sovereign,Loan,,"65,000,000.00","Nation-wide, Astana",Water and other urban infrastructure and services
52013-002,Mongolia,Sovereign,Loan,,"30,000,000.00",Nation-wide,Education
52034-001,Marshall Islands,Sovereign,Grant,,"52,500,000.00",Majuro,Transport | Water and other urban infrastructure and services
52051-001,Pakistan,Sovereign,Loan,,"300,000,000.00","Nation-wide, Khyber Pakhtunkhwa","Agriculture, natural resources and rural development | Energy"
52111-001,Samoa,Sovereign,Grant,,"99,700,000.00",Nation-wide,Energy | Water and other urban infrastructure and services
52130-001,Nepal,Sovereign,Grant | Loan | Technical Assistance,,"100,750,000.00",Nation-wide,"Agriculture, natural resources and rural development | Energy"
52155-001,India,Sovereign,Loan,,"80,000,000.00",Meghalaya,"Agriculture, natural resources and rural development"
52156-001,Sri Lanka,Sovereign,Loan,,"170,000,000.00","North Western Province, Province of Uva","Agriculture, natural resources and rural development"
52167-001,Regional,Sovereign,Grant | Loan | Private Sector Loan,,"1,032,000,000.00",Afghanistan - Nation-wide; India - Nation-wide; Pakistan - Nation-wide; Turkmenistan - Nation-wide,Energy
52226-001,Papua New Guinea,Sovereign,Grant | Loan,,"30,900,000.00","Nation-wide, Port Moresby",Water and other urban infrastructure and services
52240-001,Mongolia,Sovereign,Loan,,"140,000,000.00",Nation-wide,Energy
52246-001,Sri Lanka,Sovereign,Loan,,"200,000,000.00","Nation-wide, Colombo",Water and other urban infrastructure and services
52308-001,Myanmar,Sovereign,Grant | Loan,,"69,000,000.00",Nation-wide,Finance | Industry and trade | Public sector management
